id,title,T4_title_weight,T4_rank,T4_S_scale,T4_S_score
20606841,"

উন্নয়ন প্রকল্প বাস্তবায়ন ১৪ বছরে সবচেয়ে হতাশাজনক
৮ মাসে মাত্র ৩১.১৭ শতাংশ ৩০ শতাংশও বাস্তবায়ন করতে পারেনি ২০ মন্ত্রণালয় 
",0.006838294448912303,1.0,1.0,100.0
20611070,"গ্লোবাল বাকু কনফারেন্সে বিশ্ব নেতাদের উদ্দেশ্যে ড. ইউনূসের ভাষণ, ইউনেস্কা থেকে 'দি ট্রি অব পিস' পুরস্কার গ্রহণ",0.006436041834270403,2.0,0.9375,93.75
20616075,"

জাতীয়তাবাদী আইনজীবী ফোরামের ইফতার ও দোয়া মাহফিল অনুষ্ঠিত 
শহীদ জিয়া রূহের মাগফেরাত ও খালেদা জিয়ার রোগমুক্তি কামনা
",0.0059099775962147,3.0,0.8557627690120759,85.57627690120759
20606839,"

সর্বজনীন পেনশন স্কিমে যুক্ত হলো 'প্রত্যয় স্কিম'
সরকারি স্বায়ত্তশাসিত প্রতিষ্ঠানে আগামী জুলাই থেকে যোগদানকারীরা এই স্কিমের আওতায় আসবেন
",0.005631536604986602,4.0,0.8124999999999999,81.24999999999999
20606845,"

আড়াই মাসে অর্ধলক্ষাধিক শ্রমিক কম গেছে বিদেশে
	শর্ত জুড়ে দেয়ার কারণে কর্মী যাওয়ার গতি কমছে
",0.005524359155234001,5.0,0.7958473037446857,79.58473037446858
20606816,"
ভিকারুন নিসায় ১৬৯ শিক্ষার্থীর ভর্তির ওপর স্থিতাবস্থা 
২ মাসের মধ্যে হাইকোর্টকে রুল নিষ্পত্তির নির্দেশ
",0.005229283990344702,6.0,0.7499999999999999,74.99999999999999
20606834,"
	উপজেলা নির্বাচনের প্রজ্ঞাপন 
জামানত চেয়ারম্যান পদে ৯০ হাজার, ভাইস চেয়ারম্যানে ৭০ হাজার টাকা বাড়ল
",0.004827031375702801,7.0,0.6874999999999999,68.74999999999999
20606840,"

এলিভেটেড এক্সপ্রেসওয়ের তেজগাঁও থেকে এফডিসির গেট পর্যন্ত ডাউন র‍্যাম্প উন্মুক্ত
	যানজট ধীরে ধীরে চলে যাবে: কাদের
",0.004827031375702801,7.0,0.6874999999999999,68.74999999999999
20606949,‘ওয়ার্ল্ড ওরাল হেলথ ডে’ উপলক্ষে  রংপুরে ‘ওরাল হেলথ অ্যান্ড হাইজিন’-এর পৃষ্ঠা উন্মোচন,0.004827031375702801,7.0,0.6874999999999999,68.74999999999999
20610529,"
চাষিদের বাঙ্গি চাষে আগ্রহ বাড়ছে 
ইন্দুরকানীতে বাঙ্গির বাম্পার ফলন ও দামে খুশি চাষিরা
",0.004717447120132401,10.0,0.670473346290745,67.0473346290745
20606747,"
	ব্যাংকে টাকার সঙ্কট কাটছে না 
এক দিনেই কেন্দ্রীয় ব্যাংক থেকে ধার ২২ হাজার কোটি টাকা
",0.0046893194945696005,11.0,0.6661030164689238,66.61030164689238
20610541,"বাংলাদেশ থেকে অনুপ্রবেশকালে ভারতীয় আইএসের শীর্ষ দুই নেতা গ্রেপ্তার আসামে, একজনের স্ত্রী বাংলাদেশি",0.004424778761060901,12.0,0.6249999999999998,62.49999999999998
20606828,"

যুথীসহ ৪ আইনজীবীর আগাম জামিন
আজ আপনার ক্ষমতা আছে, কাল নাও থাকতে পারে: শুনানিতে হাইকোর্ট
",0.004424778761060901,12.0,0.6249999999999998,62.49999999999998
20610523,"
ইসরাইলকে বাইডেনের সমর্থন 
হোয়াইট হাউসের রমজান অনুষ্ঠান বর্জনের ঘোষণা মুসলিম দলগুলোর
",0.004424778761060901,12.0,0.6249999999999998,62.49999999999998
20606864,"
	তৃতীয় পক্ষের মাধ্যমে দস্যুদের যোগাযোগ 
পণবন্দী নাবিক ও জাহাজ উদ্ধারে আলোচনার দুয়ার খুলছে
",0.004424778761060901,12.0,0.6249999999999998,62.49999999999998
20606857,"

ইসরাইলকে বাইডেনের সমর্থন : হোয়াইট হাউসের রমজান অনুষ্ঠান বর্জনের ঘোষণা মুসলিম দলগুলোর
",0.004424778761060901,12.0,0.6249999999999998,62.49999999999998
20606953,রংপুরে জুয়া খেলাকে কেন্দ্র করে বিরোধের জেরে হত্যাকাণ্ডের ঘটনায় ৩ আসামি গ্রেপ্তার,0.004424778761060901,12.0,0.6249999999999998,62.49999999999998
20606837,"
	খালেদা জিয়ার মুক্তির মেয়াদ বাড়ছে আরো ৬ মাস 
চিকিৎসার জন্য বিদেশে যেতে পারবেন না
",0.004315194505490501,18.0,0.6079733462907448,60.797334629074484
20610870,"সাংবাদিক রানার সব অভিযোগ অবিলম্বে প্রত্যাহার দাবি সিপিজের, দায়মুক্তি দিয়ে সাংবাদিকদের হয়রানি করা যাবে না",0.0043151945054904,19.0,0.6079733462907292,60.79733462907292
20606746,"
	তদন্ত করা হচ্ছে: ডিবি প্রধান 
শিক্ষক ইমনের বিরুদ্ধে জবি ছাত্রীর যৌন হয়রানির অভিযোগ
",0.004309939420659,20.0,0.6071568374850503,60.715683748505036
20616093,"লন্ডনে রেল স্টেশনের প্রস্থান বোর্ডে রমজানের বার্তা, তদন্তে রেল কর্তারা",0.004121726063860499,21.0,0.5779131871724763,57.791318717247634
20616079,"

পানির প্রতিটি ফোঁটার সর্বোত্তম ব্যবহারই নিশ্চিত করতে পারে সর্বজনীন ন্যায়ভিত্তিক বণ্টন : প্রধানমন্ত্রী
",0.004027817110163001,22.0,0.563322083491724,56.3322083491724
20616073,"

ইসরাইলি পণ্য বয়কট : এখন পশ্চিমা ব্র্যান্ডের পরিবর্তে তালিকায় থাকছে স্থানীয় পণ্য
",0.004022600043905,23.0,0.5625114818218869,56.25114818218869
20606827,"

গায়ের চাদর ছুড়ে ফেলে ইন্ডিয়া আউট ক্যাম্পেইনে সংহতি প্রকাশ রিজভীর
",0.004022526146419,24.0,0.5624999999999998,56.24999999999998
20606852,"

দেশে মদ আমদানি হয় বিনা শুল্কে আর খেজুর আনতে হয় শুল্ক দিয়ে - মির্জা আব্বাস
",0.004022526146419,24.0,0.5624999999999998,56.24999999999998
20606850,"

মোবাইল কোম্পানিকে আলাদা ডাটাবেজ তৈরির নির্দেশনা বাতিল প্রশ্নে হাইকোর্টের রুল
",0.004022526146419,24.0,0.5624999999999998,56.24999999999998
20613751,"

দেশের বরেণ্য আইনজীবীদের ওপরও জুলুম চলছে : ড. মুহাম্মদ রেজাউল করিম
",0.004022526146419,24.0,0.5624999999999998,56.24999999999998
20612329,"ডিপফেকের শিকার ইতালির প্রধানমন্ত্রী মেলোনি, ১০০,০০০ ইউরো ক্ষতিপূরণ দাবি",0.004022526146419,24.0,0.5624999999999998,56.24999999999998
20606796,"
সভাপতি ইমরান, সম্পাদক ইমন  
বরিশালে ইন্টার্ন ডক্টরস অ্যাসোসিয়েশনের কমিটি গঠন
",0.0039532554124742,29.0,0.5517370597133239,55.17370597133239
20606912,কঠিন শর্তে মেডিকেলে বিদেশি শিক্ষার্থী কমছে সংকুচিত হচ্ছে বৈদেশিক মুদ্রা আয়,0.0039153486966664,30.0,0.5458473037446855,54.58473037446855
20616778,"

জবির ফিল্ম অ্যান্ড টেলিভিশন বিভাগের নতুন চেয়ারম্যান অধ্যাপক আবুল হোসেন
",0.0039005081987462,31.0,0.543541461380334,54.3541461380334
20616777,"

 পররাষ্ট্রমন্ত্রীর সাথে বিশ্ব খাদ্য কর্মসূচি ও জাতিসঙ্ঘ নারী প্রতিনিধির সাক্ষাত
",0.003807552126138,32.0,0.5290984115988314,52.90984115988314
20616780,"

জি টু জি পদ্ধতিতে বাংলাদেশ বিমানের সাথে কাজ করতে আগ্রহী কানাডা
",0.0037522134410233996,33.0,0.5205001633991484,52.05001633991484
20616086,"

দুর্দশাগ্রস্ত মানুষের পাশে দাঁড়ানো আমাদের ঈমানি দায়িত্ব : ডা. শফিকুর রহমান
",0.0036594751319159,34.0,0.5060909486215672,50.609094862156724
20606779,"

সয়াল্যান্ড খ্যাত লক্ষ্মীপুরে সয়াবিন উৎপাদনে লক্ষ্যমাত্রা ছাড়িয়ে যাওয়ার আশা
",0.0036233363163097002,35.0,0.5004758801467526,50.047588014675256
20616078,"

অবন্তিকার আত্মহত্যা : তদন্তের জন্য শুক্রবার কুমিল্লা যাচ্ছেন জবির তদন্ত কমিটি
",0.0036219186191945997,36.0,0.5002556054574938,50.02556054574938
20613749,"

জয়ের লক্ষ্যে শুক্রবার শ্রীলঙ্কার বিপক্ষে প্রথম টেস্ট খেলতে নামছে বাংলাদেশ
",0.0036202735317771,37.0,0.4999999999999998,49.99999999999998
20606878,জার্সি খুললে হলুদ কার্ড দেখানো বন্ধের দাবি ব্রুনো ফার্নান্দেজের,0.0036202735317771,37.0,0.4999999999999998,49.99999999999998
20606818,"

হিংসা ছেড়ে সিয়াম সাধনায় ব্রতী হওয়ার আহ্বান চরমোনাই পীরের
",0.0036202735317771,37.0,0.4999999999999998,49.99999999999998
20612134,"

চলতি শতকের শেষে কমে আসবে প্রতিটি দেশের জনসংখ্যা : গবেষণা
",0.0036202735317771,37.0,0.4999999999999998,49.99999999999998
20613750,"

যথাযথ স্বাস্থ্যসেবা না পাওয়ায় ডেঙ্গু আক্রান্ত রোগীর মৃত্যুহার বেশি : মেয়র তাপস
",0.0036202735317771,37.0,0.4999999999999998,49.99999999999998
20606894,উপজেলা স্বাস্থ্য কমপ্লেক্সে যন্ত্রপাতি মেরামতের ভুয়া বিল-ভাউচার দাখিল,0.0036202735317771,37.0,0.4999999999999998,49.99999999999998
20613010,সুপ্রিম কোর্টের হলফনামায় রোহিঙ্গা দায় ঝেড়ে ফেললো ভারত সরকার,0.0036202735317771,37.0,0.4999999999999998,49.99999999999998
20611072,শর্ত শিথিল: বাংলাদেশের ৯ বিশ্ববিদ্যালয়ের শিক্ষার্থীদের যুক্তরাষ্ট্রে উচ্চশিক্ষার সুযোগ,0.0036015688102539,44.0,0.4970937538933319,49.70937538933319
20606813,"

ছাত্রলীগের বাইরে সব নিয়োগ ক্যান্সেল
চবি ছাত্রলীগ নেতা শাসালেন রেজিস্ট্রারকে
",0.0035718832265325,45.0,0.49248135632261825,49.24813563226182
20606983,"ফেব্রুয়ারিতে সড়ক, রেল ও নৌ-পথের ৫৪৬টি দুর্ঘটনায় ৫৯৯ জন নিহত",0.0035416260326566,46.0,0.4877801448241492,48.778014482414925
20606738,"
	রামাদান ফুড প্যাক উপহার  
সামর্থ্যবানদের সম্পদে দরিদ্রদের হক রয়েছে : শিবির সভাপতি
",0.003533538002395,47.0,0.4865234671222528,48.65234671222528
20616091,শিগগিরই ‘প্রবাসী কল্যাণ সেল’ গঠন করা হবে- প্রবাসী কল্যাণ মন্ত্রী,0.0035329390512625998,48.0,0.4864304050900561,48.64304050900561
20612997,"

রাশিয়ার প্রেসিডেন্ট পদে পুনরায় নির্বাচিত হওয়ায় পুতিনকে প্রধানমন্ত্রীর অভিনন্দন
",0.0034985814490976,49.0,0.4810920926536679,48.10920926536679
20615421,"

গাজীপুরে চাকরির প্রলোভনে আটকে রেখে নির্যাতন : উদ্ধার ২৭, গ্রেফতার ১৪
",0.0034985814490976,49.0,0.4810920926536679,48.10920926536679
20611067,"

গাজীপুরে সিকিউরিটি অ্যাজেন্সির নামে প্রতারণা : উদ্ধার ২৭, গ্রেফতার ১৪
",0.0034985814490976,49.0,0.4810920926536679,48.10920926536679
20616782,"

আয়ারল্যান্ডকে ইউরোপীয় ইউনিয়নে বন্ধু হিসেবে দেখা উচিৎ বাংলাদেশের : আইরিশ মন্ত্রী
",0.0034925452189761,52.0,0.4801542133985397,48.01542133985397
20616773,"

এইচএসসির ফরম পূরণ শুরু ১৬ এপ্রিল, পরীক্ষা ৩০ জুন
",0.0033923344101891998,53.0,0.46458395898327143,46.45839589832714
20606751,"

আমি সবসময় ভালো গল্পের সাথে থাকতে চাই : খায়রুল বাসার
",0.0033564744970598997,54.0,0.4590122249808051,45.90122249808051
20616095,পুতিনকে ভোট দেয়ায় কর্মীকে চাকরিচ্যুত করলো বৃটিশ কোম্পানি,0.0033313385403033,55.0,0.4551067256997475,45.51067256997475
20616092,মুক্তিযুদ্ধের চেতনার লেবাসধারী আ. লীগই গণতন্ত্র হত্যাকারী : ইশরাক,0.0033278723685789997,56.0,0.4545681692680842,45.45681692680842
20616781,"

জয়পুরহাটে ডায়রিয়ার প্রকোপ, এক সপ্তাহে ৫৫০ জন হাসপাতালে ভর্তি
",0.0032572818602113,57.0,0.4436001690304503,44.36001690304503
20606737,"

পরিবেশ দূষণে ভয়ানক স্বাস্থ্যঝুঁকি বাড়ছে	 	
কমছে আয়ু, ক্ষতিগ্রস্ত অর্থনীতি, নষ্ট কর্মঘণ্টা
",0.0032455654039671,58.0,0.4417797246415073,44.17797246415073
20616082,"

পাকিস্তানে ক্ষমতাসীন সরকারের মেয়াদ চার থেকে পাঁচ মাস : ইমরান খান
",0.0032242889107638997,59.0,0.43847388951005917,43.84738895100592
20606784,"

স্থায়ী জনকল্যাণের অনন্য উপায় ইসলামী ব্যাংকের ওয়াকফ হিসাব
",0.0032182870533463003,60.0,0.43754135091379953,43.75413509137995
20606789,"

সাদুল্লাপুরে আঞ্চলিক মহাসড়কে ৪ কিলোমিটারে ২২ বাঁক যেন মরণফাঁদ
",0.0032180219454176,61.0,0.4375001597693776,43.75001597693776
20606815,"

দেশ ও নারীর উন্নয়নে খালেদা জিয়ার অবদান প্রশ্নাতীত : ইউট্যাব
",0.0032180209171352,62.0,0.4374999999999998,43.74999999999998
20610537,"

হিলি স্থল বন্দরে দিয়ে ৩০০ টন পেঁয়াজ আামদানি
",0.0032180209171352,62.0,0.4374999999999998,43.74999999999998
20606822,"

কুমিল্লায় মহাসড়কের পাশে মুখে স্কচটেপ প্যাঁচানো কাউন্সিলরের লাশ
",0.0032180209171352,62.0,0.4374999999999998,43.74999999999998
20606820,"

ভেঙে ফেলা হচ্ছে না'গঞ্জের শত বছরের ঐতিহ্য 'বোস কেবিন'
",0.0032180209171352,62.0,0.4374999999999998,43.74999999999998
20610545,সোমালিয়ার দস্যুদের কবলে এমভি আব্দুল্লাহ: জলদস্যুতার অতীত ও বর্তমান,0.0032180209171352,62.0,0.4374999999999998,43.74999999999998
20606825,"

তিন জেলায় অগ্নিকাণ্ডে ৯ দোকান ও ৯ ঘর পুড়ে গেছে
",0.0032180209171352,62.0,0.4374999999999998,43.74999999999998
20615418,"

কানাডার প্রধানমন্ত্রী জাস্টিন ট্রুডো জন্মসূত্রে পাবনা জেলার নাগরিক!
",0.0032180209171352,62.0,0.4374999999999998,43.74999999999998
20606893,শিবচরে ভ্রাম্যমাণ আদালতের অভিযান মাংসসহ তিন দোকানে জরিমানা,0.0032180209171352,62.0,0.4374999999999998,43.74999999999998
20606810,"

'এমভি আবদুল্লাহ' ছিনতাইয়ের ঘটনায় শিপার্স কাউন্সিলের চেয়ারম্যানের উদ্বেগ
",0.0032180209171352,62.0,0.4374999999999998,43.74999999999998
20613013,"মেট্রোরেলের ক্যান্টিন ভাড়া ১ হাজার টাকা!, তদন্তের নির্দেশ হাইকোর্টের",0.0032180209171352,62.0,0.4374999999999998,43.74999999999998
20606843,"

বিএনপি ক্ষমতায় গেলে পার্বত্য চট্টগ্রামে শান্তি ফেরাতে কাজ করবে: আমীর খসরু
",0.0032180209171352,62.0,0.4374999999999998,43.74999999999998
20606854,"
অবন্তিকার আত্মহত্যা 
ফের ৫ দফা দাবিতে শিক্ষার্থীদের সংবাদ সম্মেলন
",0.0032180209171352,62.0,0.4374999999999998,43.74999999999998
20613746,"

গ্রীষ্মকালীন পেঁয়াজের উৎপাদন বাড়াতে ১৪ কোটি টাকার প্রণোদনা ঘোষণা
",0.0032180209171352,62.0,0.4374999999999998,43.74999999999998
20606861,"

৩ বছর কারাভোগের পরও অজানা তিব্বতি লেখকের ভাগ্য
",0.0032180209171352,62.0,0.4374999999999998,43.74999999999998
20606794,"

এখনো সচল হয়নি চুয়াডাঙ্গা জিকে সেচ প্রকল্পের পাম্প
",0.0032180209171352,62.0,0.4374999999999998,43.74999999999998
20606948,আশুলিয়ায় ডাকাতির সময় আন্তঃজেলা ডাকাতদলের ৬ সদস্য গ্রেপ্তার,0.0032180209171352,62.0,0.4374999999999998,43.74999999999998
20610528,"

ঢাকার সাথে ৩ ঘণ্টা পর উত্তর-দক্ষিণের ট্রেন চলাচল স্বাভাবিক
",0.0032180209171352,62.0,0.4374999999999998,43.74999999999998
20612338,ঈদের আগে-পরে ৬ দিন ট্রাক-কাভার্ড ভ্যান চলাচল বন্ধ থাকবে: কাদের,0.0032180209171352,62.0,0.4374999999999998,43.74999999999998
20606945,টঙ্গীতে পানির ১৪ হাজার গ্রাহকের বকেয়া বিল ৩৮ কোটি টাকা,0.0032180209171352,62.0,0.4374999999999998,43.74999999999998
20609855,"

শামির বিকল্প খুঁজে নিল গুজরাট, দলে টেনেছে সন্দ্বীপকে
",0.0032180209171352,62.0,0.4374999999999998,43.74999999999998
