id,T1_ori_indexFrom0,category1,title,body,total_S_score,total_rank
19826273,98,রাজনীতি,জোর করে ভোটকেন্দ্রে নিয়ে অংশগ্রহণমূলক নির্বাচন দেখাতে চায় সরকার: গণতন্ত্র মঞ্চ,"ভোটারদের জোর করে কেন্দ্রে নিয়ে অংশগ্রহণমূলক নির্বাচন দেখাতে সরকার অপচেষ্টা চালিয়ে যাচ্ছে বলে মন্তব্য করেছেন গণতন্ত্র মঞ্চের নেতারা।
রাজধানীর ফার্মগেট আনন্দ সিনেমা হলের মোড়ে মঙ্গলবার গণতন্ত্র মঞ্চের এক সমাবেশ এ মন্তব্য করেন নেতারা।
‘একতরফা ভোট বয়কট করুন’ এ আহবান জানিয়ে বেলা সাড়ে ১১টার দিকে সমাবেশে যোগ দেন নেতাকর্মীরা। পরে একটি মিছিল গ্রিনরোড ও সায়েন্স ল্যাবরেটরি মোড় হয়ে নীলক্ষেত মোড়ে গণসংযোগ করে শেষ হয়।
সমাবেশে নেতারা বলেন, আওয়ামী লীগের শব্দসন্ত্রাস দিয়ে কাজ হবে না। মানুষ ভোটকেন্দ্রে যাবে না। ভোটকেন্দ্রে লোক আনার জন্য সরকার এতটাই মরিয়া যে তারা হাইকোর্টে রিট করেছে ভোটার উপস্থিতি নিশ্চিত করার জন্য। যারা সরকারি সুবিধা ভোগ করেন তাদের ভোট দিতে বাধ্য করার জন্য আদালতে এ রিট আবেদন করা হয়েছে।
নেতারা বলেন, আওয়ামী লীগ নির্বাচনে প্রতিদ্বন্দ্বিতা দেখানোর জন্য নিজেদের গঠনতন্ত্র লঙ্ঘন করে স্বতন্ত্র প্রার্থী নামিয়েছে। এই স্বতন্ত্ররা নিজেদের আধিপত্য নিশ্চিত করার জন্য নিজেরা খুনোখুনি করছে। এর দায় বিরোধীদের ওপর চাপানোর ষড়যন্ত্র চলছে।
সমাবেশে নেতারা আরও বলেন, জাতীয় পার্টিকে রাজনৈতিকভাবে ভিক্ষুকে পরিণত করে তাদের সহযোগী দলে ঢুকিয়ে নিয়েছে আওয়ামী লীগ। আওয়ামী লীগের দাসে পরিণত হওয়া জাতীয় পার্টির প্রার্থীরা টাকা-পয়সার ভাগবাটোয়ারা না পেয়ে গণহারে সরে যাচ্ছেন সাজানো নির্বাচন থেকে।
নেতারা বলেন, নোবেল বিজয়ী অর্থনীতিবিদ ড. ইউনূসকে আইনি ব্যবস্থার দোহাই দিয়ে তড়িঘড়ি করে শাস্তির ব্যবস্থা করা হয়েছে। সরকার আইনি ব্যবস্থাকে বোবা-কালা-অন্ধ বানিয়ে বিরোধী রাজনৈতিক নেতাদের তড়িঘড়ি করে বিচার প্রক্রিয়া শেষ করে শাস্তি ঘোষণা করছে। এই ফাঁদে এক সময় আওয়ামী লীগকেও পড়তে হবে বলে স্মরণ করিয়ে দেন নেতারা।
গণসংযোগ পূর্ব এ সমাবেশে সভাপতিত্ব করেন বিপ্লবী ওয়ার্কার্স পার্টির সাধারণ সম্পাদক সাইফুল হক।
বক্তব্য দেন- গণসংহতি আন্দোলনের প্রধান সমন্বয়কারী জোনায়েদ সাকি, ভাসানী অনুসারী পরিষদের আহবায়ক বীর মুক্তিযোদ্ধা শেখ রফিকুল ইসলাম বাবলু, জাতীয় সমাজতান্ত্রিক দল-জেএসডির সাধারণ সম্পাদক শহীদ উদ্দীন মাহমুদ স্বপন, নাগরিক ঐক্যের সাধারণ সম্পাদক শহীদুল্লাহ কায়সার এবং রাষ্ট্র সংস্কার আন্দোলনের সাংগঠনিক সমম্বয়ক ইমরান ইমন।
সভা পরিচালনা করেন বিপ্লবী ওয়ার্কার্স পার্টির রাজনৈতিক পরিষদের সদস্য আকবর খান।
সমাবেশ শুরুর সঙ্গে সঙ্গে আওয়ামী লীগ তা পণ্ড করার পাঁয়তারা করে। সমাবেশের ঠিক পাশেই মাইকে উচ্চশব্দে নির্বাচনি প্রচার চালিয়ে বিশৃঙ্খলা করে। আশপাশে সন্ত্রাসী বাহিনী জমায়েত করে ভয় দেখানোর চেষ্টা করা হয়।
শুধু তাই নয়, প্রচার মিছিল শুরু হলে ট্রাকের মধ্যে লাউড স্পিকারে উচ্চশব্দে গান বাজিয়ে প্রচার মিছিলের পিছু নেয় এবং বাধা দেওয়ার চেষ্টা করা হয়।",91.93031603421298,1.0
19826979,125,রাজনীতি,নির্বাচনি সহিংসতা রুখতে বিজিবি সদস্যদের তৎপর থাকার নির্দেশ,"বর্ডার গার্ড বাংলাদেশের (বিজিবি) সদস্যদের আসন্ন দ্বাদশ জাতীয় সংসদ নির্বাচনকে ঘিরে সহিংসতা ও নাশকতা রুখতে তৎপর থাকার নির্দেশ দিয়েছেন বাহিনীর মহাপরিচালক (ডিজি) মেজর জেনারেল একেএম নাজমুল হাসান।
তিনি বলেছেন, আসন্ন দ্বাদশ জাতীয় সংসদ নির্বাচনকে ঘিরে যেকোনো সহিংসতা ও নাশকতা রোধে সদা তৎপর থাকতে হবে।
বুধবার শরীয়তপুর ও মাদারীপুর জেলায় বিজিবির নির্বাচনি বেজ ক্যাম্প পরিদর্শনকালে সৈনিকদের সঙ্গে মতবিনিময়কালে তিনি একথা বলেন।
বিজিবির সদর দপ্তরের জনসংযোগ কর্মকর্তা মো. শরীফুল ইসলাম জানান, মহাপরিচালক মেজর জেনারেল একেএম নাজমুল হাসান এদিন বাহিনীর ঢাকা সেক্টরের আওতাধীন নির্বাচনি এলাকা শরীয়তপুর ও মাদারীপুর জেলায় বিজিবির নির্বাচনি বেজ ক্যাম্প পরিদর্শন করেন। ওই সময় তিনি দায়িত্বরত সব পর্যায়ের বিজিবি সদস্যদের সঙ্গে মতবিনিময় করেন।
বিজিবি সদস্যদের উদ্দেশে মহাপরিচালক বলেন, ভোটাররা যাতে স্বতঃস্ফূর্তভাবে ভোটকেন্দ্রে আসতে পারেন তার সুষ্ঠু পরিবেশ নিশ্চিত করতে এবং নির্বাচনকালীন দেশের সার্বিক আইনশৃঙ্খলা পরিস্থিতি নিয়ন্ত্রণে বিজিবিকে সর্বোচ্চ পেশাদারিত্বের সঙ্গে কাজ করতে হবে। নির্বাচনকালীন যেকোনো ধরনের সহিংসতা ও নাশকতা রোধে বিজিবির প্রতিটি সদস্যকে সদা তৎপর থাকতেও নির্দেশ দেন তিনি।
এ সময় তার সঙ্গে বিজিবি সদর দপ্তরের ঊর্ধ্বতন কর্মকর্তারা ছাড়াও বিজিবির ঢাকা সেক্টরের কমান্ডারসহ অন্যান্য কর্মকর্তারা উপস্থিত ছিলেন।",84.16170254529166,2.0
19826821,116,রাজনীতি,নির্বাচন থেকে সরে দাঁড়ালেন জাতীয় পার্টির ৫ প্রার্থী,"চুয়াডাঙ্গায় দ্বাদশ জাতীয় সংসদ নির্বাচন থেকে সরে দাঁড়ালেন জাতীয় পার্টির দুই প্রার্থী। এছাড়া গাইবান্ধা, সিলেট ও ময়মনসিংহে নির্বাচন থেকে সরে দাঁড়িয়েছেন দলটির আরও তিন প্রার্থী। ব্যুরো ও প্রতিনিধিদের পাঠানো খবর-
চুয়াডাঙ্গা : চুয়াডাঙ্গার দুটি আসনে আনুষ্ঠানিকভাবে নির্বাচন থেকে সরে দাঁড়ানোর ঘোষণা দিয়েছেন জাতীয় পার্টির দুই প্রার্থী। বুধবার দুপুরে জেলা আইনজীবী সমিতির সভাকক্ষে সংবাদ সম্মেলন করে চুয়াডাঙ্গা-১ আসনের প্রার্থী অ্যাডভোকেট সোহরাব হোসেন ও চুয়াডাঙ্গা-২ আসনের প্রার্থী অ্যাডভোকেট রবিউল ইসলাম আনুষ্ঠানিকভাবে এ ঘোষণা দেন। আর্থিক ও দলের পক্ষ থেকে অসহযোগিতার অভিযোগ এনে নির্বাচন থেকে সরে দাঁড়িয়েছেন বলে জানান তারা।
গাইবান্ধা : সমর্থকদের মারধর, নির্বাচনি অফিস ভাঙচুর, হুমকি ও নিরাপত্তাজনিত কারণে নির্বাচন থেকে সরে দাঁড়ালেন জাতীয় পার্টির কেন্দ্রীয় নেতা ও লাঙ্গল প্রতীকের প্রার্থী আতাউর রহমান সরকার। তিনি বুধবার বিকালে গাইবান্ধার ঘুড়িদহ ইউনিয়নের মধ্যপাড়া গ্রামের বাড়িতে এক সংবাদ সম্মেলনে এ কথা জানান। গাইবান্ধা-৫ আসনে (সাঘাটা-ফুলছড়ি) আতাউর রহমান সরকারকে জাতীয় পার্টি থেকে মনোনয়ন দেওয়া হয়।
সিলেট : সংবাদ সম্মেলন করে নির্বাচন থেকে সরে দাঁড়িয়েছেন সিলেট-৫ আসনে জাতীয় পার্টির প্রার্থী শাব্বির আহমদ। নির্বাচনের সুষ্ঠু পরিবেশ নেই- এমন অভিযোগ এনে বুধবার সন্ধ্যায় সংবাদ সম্মেলন করে নির্বাচন থেকে সরে দাঁড়ালেন তিনি।
গৌরীপুর (ময়মনসিংহ) : ময়মনসিংহ-৩ (গৌরীপুর) আসনে জাতীয় পার্টির প্রার্থী ও পার্টি চেয়ারম্যানের উপদেষ্টা ডা. মোস্তাফিজুর রহমান আকাশ স্বতন্ত্র প্রার্থী উপজেলা আওয়ামী লীগের সাধারণ সম্পাদক সোমনাথ সাহার ট্রাক প্রতীককে সমর্থন জানিয়ে নির্বাচন থেকে সরে দাঁড়িয়েছেন। নির্বাচনে সুষ্ঠু পরিবেশের অভাবকে দায়ী করে বুধবার রাতে স্থানীয় প্রেস ক্লাব মিলনায়তনে সাংবাদিকদের সঙ্গে মতবিনিমিয়কালে তিনি এ ঘোষণা দেন।
মতবিনিময়কালে ডা. মোস্তাফিজুর রহমান অভিযোগ করেন, নির্বাচনে তার কর্মীদের ভয়ভীতি-প্রদর্শন, পোস্টার ছিঁড়ে ফেলা ও কার্যালয় ভাঙচুর করা হয়েছে।",84.01543216208938,3.0
19826267,93,রাজনীতি,ভোটাররা সুষ্ঠু নির্বাচন নিয়ে সংশয়ে ভুগছেন: জিএম কাদের,"জাতীয় পার্টির চেয়ারম্যান জিএম কাদের বলেছেন, আমাদের ভোটাররা সুষ্ঠু নির্বাচন নিয়ে সংশয়ে ভুগছেন। তাদের আশঙ্কাও উড়িয়ে দেওয়ার মতো না।
তিনি বলেন, অতীতে নির্বাচন ভালো হয়নি, এবার সুষ্ঠু নির্বাচনের কথা বলা হয়েছে। দেখা যাক শেষ পর্যন্ত কী হয়। এখনো কিছু বলা যাচ্ছে না পরিবেশ কেমন থাকে।
বুধবার দুপুরে নিজ নির্বাচনি এলাকা রংপুর-৩ আসনের বুড়িরহাট রোডে গণসংযোগ শেষে সাংবাদিকদের জিএম কাদের এসব কথা বলেন।
এর আগে তিনি রংপুর কমিউনিটি মেডিকেল কলেজের চিকিৎসক ও স্টাফদের সঙ্গে মতবিনিময় সভা করেন।
জিএম কাদের বলেন, দলের যেসব প্রার্থী প্রত্যাহার করছেন, তারা দলীয় শৃঙ্খলা ভঙ্গ করেছেন। আমাদের কাউকে কিছু না জানিয়ে কয়েকজন নির্বাচন থেকে সরে যাওয়ার জন্য বিভিন্ন মিডিয়ায় ঘোষণা দিয়েছেন। এটা দলের শৃঙ্খলা পরিপন্থি, এ ব্যাপারে ব্যবস্থা নেওয়া হবে।
তিনি আরও বলেন, আমরা ৩০০ আসনে প্রার্থী দিলেও আমাদের কিছু প্রার্থীর নির্বাচন করার সক্ষমতা নেই। তাই হয়তো কেউ কেউ প্রত্যাহার করছেন। এর পেছনে অন্য কোনো উদ্দেশ্য আছে কিনা তা খতিয়ে দেখা হচ্ছে। তবে বেশিরভাগ প্রার্থী নির্বাচন থেকে সরে গেলে দলের জন্য চাপ সৃষ্টি হবে। এমন হলে তখন পরিস্থিতি বুঝে সিদ্ধান্ত নেওয়া হবে।
শেষপর্যন্ত জাতীয় পার্টি নির্বাচনে থাকবে কিনা- এমন প্রশ্নের জবাবে জিএম কাদের বলেন, আমরা শেষপর্যন্ত থাকার চেষ্টা করছি। আমরা নির্বাচন কমিশনের সুষ্ঠু নির্বাচনের অঙ্গীকারের পরিপ্রেক্ষিতে এ নির্বাচনে অংশ নিয়েছি। তবে ইতোমধ্যে কিছু কিছু জায়গায় এর ব্যত্যয় ঘটছে।
তিনি বলেন, আমাদের ভোটাররা সুষ্ঠু নির্বাচন নিয়ে সংশয়ে ভুগছেন। তাদের আশঙ্কাও উড়িয়ে দেওয়ার মতো না। ব্যতিক্রম কিছু ঘটলে পরবর্তীতে পরিস্থিতি বুঝে সিদ্ধান্ত নেওয়া হবে।
এ সময় জাতীয় পার্টির ভাইস চেয়ারম্যান ও রংপুর মহানগর জাতীয় পার্টির সাধারণ সম্পাদক এসএম ইয়াসীর, জাতীয় পার্টির কেন্দ্রীয় সাংগঠনিক সম্পাদক ও রংপুর জেলা সদস্য সচিব হাজী আব্দুর রাজ্জাক, জাতীয় পার্টির চেয়ারম্যানের উপদেষ্টা আলাউদ্দিন মিয়া ও জাতীয় পার্টির কেন্দ্রীয় সাংস্কৃতিক সম্পাদক আজমল হোসেন লেবু, কেন্দ্রীয় সদস্য ও রংপুর মহানগরের সিনিয়র সহ-সভাপতি লোকমান হোসেন, সহ-সভাপতি জাহেদুল ইসলাম, জাতীয় যুব সংহতি রংপুর জেলার সভাপতি হাসানুজ্জামান নাজিম, জেলা জাতীয় মহিলা পার্টির সম্পাদিকা নাহিদ ইয়াসমিন, সদর উপজেলা জাতীয় পার্টির আহ্বায়ক মাসুদ নবী মুন্না প্রমুখ উপস্থিত ছিলেন।",83.63368360105349,4.0
19826026,70,রাজনীতি,"হামাস নেতা নিহত, ইসরাইলের বিরুদ্ধে পাল্টা প্রতিশোধ হিজবুল্লাহর","লেবাননে থাকা ফিলিস্তিনের স্বাধীনতাকামী গোষ্ঠী হামাসের শীর্ষ নেতা সালেহ আল-অরৌরিকে হত্যার প্রতিশোধ নিতে ইসরাইলি সেনাদের লক্ষ্য করে মিসাইল ছুড়েছে হিজবুল্লাহ।
সালেহ আল-অরৌরি ছিলেন হামাসের পলিটব্যুরোর উপপ্রধান।
মঙ্গলবার লেবাননের রাজধানী বৈরুতের একটি ভবনে ড্রোন হামলা চালিয়ে তাকে ও আল-কাসেম ব্রিগেডসের দুই কমান্ডারসহ সাতজনকে হত্যা করে ইসরাইল। ওই হামলার পরই প্রতিশোধ ও ‘শাস্তি’ দেওয়ার হুমকি দেয় লেবাননের সশস্ত্র গোষ্ঠী হিজবুল্লাহ।
রয়টার্সের প্রতিবেদনে বলা হয়েছে, হিজবুল্লাহ দাবি করেছে- ইসরাইলের দখলকৃত মার্জ এলাকায় ইসরাইলি বাহিনীকে লক্ষ্য করে মিসাইল নিক্ষেপ করা হয়েছে।
তারা আরও জানিয়েছে, সালেহ আল-অরৌরিকে হত্যার পর প্রতিশোধ নেওয়ার যে কথা তারা দিয়েছিল, সেই কথা অনুযায়ী দ্রুত পদক্ষেপ নেওয়া হয়েছে। পরে আরও পদক্ষেপ নেওয়া হবে।
তবে এই মিসাইল হামলার ব্যাপারে বিস্তারিত কোনো কিছু জানায়নি হিজবুল্লাহ। এ ছাড়া ইসরাইল প্রতিরক্ষা বাহিনীর (আইডিএফ) পক্ষ থেকেও সেনাদের ওপর হামলার ব্যাপারে রিপোর্ট লেখা পর্যন্ত বিস্তারিত কিছু জানানো হয়নি।
তবে ইসরাইলি সংবাদমাধ্যম টাইমস অব ইসরাইল এক প্রতিবেদনে জানিয়েছে, হিজবুল্লাহর ট্যাংক বিধ্বংসী মিসাইলের আঘাতে মানেরার একটি সেনাচৌকির দুই সেনা সামান্য আহত হয়েছেন।
সালেহ আল-অরৌরিকে হত্যার পর হামাস-ইসরাইল যুদ্ধ এখন লেবাননে ছড়িয়ে পড়ার শঙ্কা দেখা দিয়েছে।
সূত্র: দ্য গার্ডিয়ান, রয়টার্স",82.9235413850937,5.0
19826264,91,রাজনীতি,ভোট বর্জনের আহ্বানে নিপুণ রায়ের লিফলেট বিতরণ,"৭জানুয়ারি ভোট বর্জনের আহ্বান জানিয়ে সাধারণ মানুষ ও ব্যবসায়ীদের মাঝে লিফলেট বিতরণ করেছেন ঢাকা জেলা বিএনপির সাধারণ সম্পাদক অ্যাডভোকেট নিপুণ রায় চৌধুরী।
বুধবার দক্ষিণ কেরানীগঞ্জে সুবাড্ডায় জেলা পরিষদ মার্কেটে এই লিফলেট বিতরণ করেন তিনি।
এ সময় নিপুণ রায় চৌধুরী বলেন, একতরফা ভোট বর্জনে দেশের সাধারণ মানুষকে জাগিয়ে তুলতে বিএনপিসহ বিরোধী রাজনৈতিক দল মাঠে শান্তিপূর্ণ কর্মসূচি করছে। এরই অংশ হিসেবে আজ দক্ষিণ কেরানীগঞ্জের সুবাড্ডা জেলা পরিষদ মার্কেটে সাধারণ মানুষ ও ব্যবসায়ীদের মাঝে ভোট বর্জনের আহ্বানে বিএনপির পক্ষ থেকে আমরা লিফলেট বিতরণ করেছি।",82.08941847038594,6.0
19824140,11,অর্থনীতি,ব্যাংক ঋণ বিতরণের নীতিমালা আরও এক বছর শিথিল,"অভ্যন্তরীণ ঋণঝুঁকি ব্যবস্থাপনা বিবেচনায় ব্যাংকের ঋণ বিতরণের নীতিমালা আরও এক বছর শিথিল করল বাংলাদেশ ব্যাংক। অর্থাৎ এ বছরেও কোনো গ্রাহকের ঋণমান ৪০ শতাংশ হলে তিনি ঋণ পাবেন। তবে ২০২৫ সাল থেকে ঋণ পেতে হলে অবশ্যই ঋণমান ৬০ পেতে হবে।
বুধবার বাংলাদেশ ব্যাংকের ব্যাংকিং প্রবিধি ও নীতি বিভাগ থেকে এ বিষয়ে সার্কুলার জারি করা হয়।
সার্কুলারের বিধিবিধান এখন থেকে চলতি বছরের ৩১ ডিসেম্বর পর্যন্ত বহাল থাকবে। ২০২৫ সালের ১ জানুয়ারি থেকে এ সার্কুলারটি বাতিল বলে গণ্য হবে।ওই দিন থেকে ২০২১ সালের ২৩ ফেব্রুয়ারি জারি করা সার্কুলারের বিধিবিধান কার্যকর হবে।
ঋণ দেওয়ার ক্ষেত্রে এখন গ্রাহকদের বছর শেষে আর্থিক বিবরণী তৈরি করে তা ব্যাংকে দিতে হয়। আর্থিক বিবরণীতে দেওয়া তথ্যের ভিত্তিতে প্রতিষ্ঠানগুলোকে চারটি ভাগে ভাগ করা হয়। এর মধ্যে আগের নিয়মে ৭৫ শতাংশের বেশি পেলে অতি উত্তম, ৬৫ শতাংশের বেশি থেকে ৭৫ শতাংশের কম পেলে ভালো, ৫০ শতাংশের বেশি থেকে ৬৫ শতাংশের কম পেলে প্রান্তিক এবং ৫৫ শতাংশের কম পেলে অগ্রহণযোগ্য হিসাবে বিবেচিত হবেন। তবে ৪০ শতাংশের কম পেলে তিনি আর নতুন ঋণ পাবেন না।
নতুন নির্দেশনায় বলা হয়, দেশব্যাপী ব্যবসায়িক কার্যক্রম গতিশীল রাখার লক্ষ্যে ব্যাংকের ঋণগ্রহীতাদের বিদ্যমান আর্থিক অবস্থা বিবেচনায় নিয়ে ব্যাংকিং খাত থেকে প্রয়োজনীয় ঋণ সুবিধা প্রদানসহ বিদ্যমান ঋণ নবায়ন অব্যাহত রাখতে ৩১ ডিসেম্বর ২০২৪ পর্যন্ত নীতিমালা শিথিল করা হয়েছে। এরপর থেকে ২০১৯ সালের ২০ জুনের নির্দেশনা পুনর্বহাল হবে।",80.83668589680654,7.0
19826030,73,রাজনীতি,"সালেহ আরুরিকে হত্যা, ইসরাইলকে কড়া হুশিয়ারি হামাসের","ফিলিস্তিনের ইসলামি প্রতিরোধ আন্দোলন হামাসের প্রবাসী পলিটব্যুরোর ডেপুটি প্রধান সালেহ আল আরুরির হত্যাকাণ্ডকে ‘পরিপূর্ণ সন্ত্রাসবাদ ও লেবাননের সার্বভৌমত্বের লঙ্ঘন’ বলে অভিহিত করেছেন হামাসের প্রধান ইসমাইল হানিয়া।
মঙ্গলবার স্থানীয় সময় সন্ধ্যার কিছুক্ষণ পর লেবাননের রাজধানী বৈরুতের দক্ষিণ উপকণ্ঠে এক ড্রোন হামলায় আরুরি নিহত হন। এর পর পরই ইসমাইল হানিয়া এই প্রতিক্রিয়া জানান। খবর ডেইলি সাবাহর।
তিনি বলেন, এ হত্যাকাণ্ডের জন্য ইসরাইলকে মূল্য দিতে হবে।
হামাসের রাজনৈতিক শাখার উপপ্রধান আরুরিকে গত ৭ অক্টোবরের ইসরাইলবিরোধী আল আকসা তুফান অভিযানের ‘প্রধান স্থপতি’ বলে অভিহিত করা হয়। মঙ্গলবারের হামলায় আরুরি ছাড়াও হামাসের সামরিক বাহিনী আল কাসসাম ব্রিগেডের দুই কমান্ডারসহ মোট ছয়জন নিহত হন।
ওই গুপ্তহত্যার পর পরই ইসমাইল হানিয়া বলেন, নিহত আরুরি ও তার সহকর্মীদের তাজা রক্ত গাজা উপত্যকা ও পশ্চিমতীরের হাজার হাজার নিহতের রক্তের সঙ্গে মিলেমিশে একাকার হয়ে গেছে। এই রক্ত বৃথা যাবে না।
তিনি বলেন, যে আন্দোলন তার জাতিকে নিজের প্রতিষ্ঠাতা ও কমান্ডারদের মৃত্যকে উপহার হিসেবে পেশ করে সেই আন্দোলন কখনো পরাজিত হয় না।
হামাসের সর্বোচ্চ নেতা বলেন, এ ধরনের হত্যাকাণ্ড কেবল হামাসের শক্তি, স্থিতিস্থাপকতা এবং অটল সংকল্পকে আরও শক্তিশালী করবে।
তিনি আরও বলেন, ইতিহাস সাক্ষী, প্রতিরোধ আন্দোলনের প্রতিটি নেতার হত্যাকাণ্ডের পর এই আন্দোলন আগের চেয়ে বেশি শক্তিশালী ও দৃঢ়সংকল্প হয়ে উঠেছে।
এদিকে ফিলিস্তিনের ইসলামি জিহাদ আন্দোলনের প্রধানও বৈরুতে ইসরাইলি সন্ত্রাসী হামলার নিন্দা জানিয়েছেন। এক বিবৃতিতে জিয়াদ আন-নাখালাহ বলেছেন, শেখ সালেহ আল-আরুরি ফিলিস্তিনি জনগণের কাছে একজন বিশিষ্ট এবং নিবেদিতপ্রাণ নেতা ছিলেন। আমরা এমন সময় তাকে হারিয়েছি যখন তার উপস্থিতি আমাদের সবচেয়ে বেশি প্রয়োজন ছিল। তিনি এমন একজন নেতা ছিলেন যিনি তার চারপাশের মানুষের মধ্যে আত্মবিশ্বাস ও প্রশান্তি সৃষ্টি করেছিলেন।",80.43362944550412,8.0
19826824,119,রাজনীতি,নির্বাচন থেকে সরে দাঁড়ালেন জাপার যে ১০ প্রার্থী,"জাতীয় পার্টির প্রার্থীরা আসন্ন দ্বাদশ জাতীয় সংসদ নির্বাচনের আগ মুহূর্তে এসে ভোটের মাঠ থেকে একে একে সরে দাঁড়াচ্ছেন। এ পর্যন্ত দলটির মোট ১০ জন প্রার্থী নির্বাচন থেকে সরে গেছেন। এর মধ্যে মঙ্গলবারই দলটির পাঁচজন প্রার্থী নির্বাচনে না থাকার ঘোষণা দেন।
মঙ্গলবার যেসব প্রার্থী নির্বাচন থেকে সরে যাওয়ার ঘোষণা দেন তারা হলেন- টাঙ্গাইল-৭, দিনাজপুর-২ , গাজীপুর-৪ , চুয়াডাঙ্গা-১ ও সুনামগঞ্জ-১ আসনের প্রার্থী।
এর আগের দিন সোমবার হবিগঞ্জ-২ আসনের জাতীয় পার্টির মনোনীত প্রার্থী নির্বাচন না করার ঘোষণা দেন।
তার আগে গত ৩১ ডিসেম্বর বরিশাল-২, বরিশাল-৫, বরগুনা-১ ও গাজীপুর- ১ আসনের জাপা প্রার্থীরা নির্বাচন থেকে সরে দাঁড়ানোর ঘোষণা দেন।
নির্বাচন সুষ্ঠু হবে না, লেভেল প্লেয়িং ফিল্ড নেই, দলের পক্ষ থেকে তাদের সঙ্গে কোনো যোগাযোগ করা হচ্ছে না কিংবা কোনো দিকনির্দেশনা দেওয়া হচ্ছে না, প্রার্থীদের দল থেকে আর্থিক সহায়তা দেওয়ার আশ্বাস দেওয়া হলেও তার কোনো বাস্তবায়ন নেই- এ রকম বিভিন্ন অভিযোগ তুলে নির্বাচন থেকে সরে দাঁড়ানোর ঘোষণা দিয়েছেন তারা।",79.85618009543606,9.0
19825958,67,শিক্ষা,যৌন হয়রানির অভিযোগে ঢাকা বিশ্ববিদ্যালয়ের শিক্ষক বরখাস্ত,"প্রাথমিকভাবে যৌন হয়রানির অভিযোগের সত্যতা পাওয়ায় এক শিক্ষককে অ্যাকাডেমিক সব কার্যক্রম থেকে বরখাস্ত করেছে ঢাকা বিশ্ববিদ্যালয় প্রশাসন।
তদন্ত কমিটি জানিয়েছে, সমাজকল্যাণ ও গবেষণা ইনস্টিটিউটের অধ্যাপক নুরুল ইসলামের বিরুদ্ধে যৌন হয়রানির অভিযোগের প্রাথমিকভাবে সত্যতা পাওয়া গেছে।
মঙ্গলবার দিবাগত রাতে সিন্ডিকেট সভায় তদন্ত কমিটি প্রতিবেদন জমা দেওয়ার পর প্রশাসন ওই শিক্ষককে বরখাস্তের সিদ্ধান্ত নেয়।
সিন্ডিকেট সভা শেষে একাধিক সদস্য এ তথ্য নিশ্চিত করেছেন। তারা জানান, যৌন হয়রানি প্রতিরোধ সেলকে অধিকতর তদন্তভার দেওয়ার সিদ্ধান্ত নিয়েছে বিশ্ববিদ্যালয় প্রশাসন।",76.38404143685034,10.0
